tick_idx,tick_ts,gt_label,vad_active,rgb,a30,a50,a70,eL,lx,ly,eR,rx,ry,eT,tx,ty,eO,ox,oy
650,1781507177704557568,Teleoperator,1,650_rgb.jpg,650_a30.jpg,650_a50.jpg,650_a70.jpg,0.000,305,392,0.000,677,407,0.396,531,834,0.000,0,0
651,1781507177954557568,Teleoperator,1,651_rgb.jpg,651_a30.jpg,651_a50.jpg,651_a70.jpg,0.000,302,391,0.000,677,405,0.396,531,836,0.000,0,0
652,1781507178204557568,Teleoperator,1,652_rgb.jpg,652_a30.jpg,652_a50.jpg,652_a70.jpg,0.012,300,402,0.000,674,402,0.318,530,833,0.012,177,370
653,1781507178454557568,Left,0,653_rgb.jpg,653_a30.jpg,653_a50.jpg,653_a70.jpg,0.831,300,429,0.118,810,463,0.000,476,645,0.608,224,371
654,1781507178704557568,Left,0,654_rgb.jpg,654_a30.jpg,654_a50.jpg,654_a70.jpg,0.816,299,427,0.098,811,460,0.000,497,645,0.655,224,370
655,1781507178954557568,Teleoperator,1,655_rgb.jpg,655_a30.jpg,655_a50.jpg,655_a70.jpg,0.047,300,431,0.000,674,403,0.302,530,836,0.043,188,385
656,1781507179204557568,Teleoperator,1,656_rgb.jpg,656_a30.jpg,656_a50.jpg,656_a70.jpg,0.000,300,390,0.000,676,404,0.341,530,838,0.000,0,0
657,1781507179454557568,Teleoperator,1,657_rgb.jpg,657_a30.jpg,657_a50.jpg,657_a70.jpg,0.000,300,391,0.000,674,402,0.424,531,837,0.000,0,0
658,1781507179704557568,Teleoperator,1,658_rgb.jpg,658_a30.jpg,658_a50.jpg,658_a70.jpg,0.000,298,389,0.000,676,405,0.255,530,842,0.000,0,0
659,1781507179954557568,Teleoperator,1,659_rgb.jpg,659_a30.jpg,659_a50.jpg,659_a70.jpg,0.000,300,392,0.000,675,404,0.663,531,716,0.016,530,482
660,1781507180204557568,Teleoperator,1,660_rgb.jpg,660_a30.jpg,660_a50.jpg,660_a70.jpg,0.000,299,390,0.000,676,406,0.651,531,734,0.008,529,483
661,1781507180454557568,Teleoperator,1,661_rgb.jpg,661_a30.jpg,661_a50.jpg,661_a70.jpg,0.000,299,392,0.000,676,406,0.251,531,837,0.004,515,93
662,1781507180704557568,Teleoperator,1,662_rgb.jpg,662_a30.jpg,662_a50.jpg,662_a70.jpg,0.000,299,391,0.000,676,406,0.302,531,836,0.000,0,0
663,1781507180954557568,Teleoperator,1,663_rgb.jpg,663_a30.jpg,663_a50.jpg,663_a70.jpg,0.000,299,391,0.000,675,406,0.302,531,836,0.000,0,0
664,1781507181204557568,Teleoperator,1,664_rgb.jpg,664_a30.jpg,664_a50.jpg,664_a70.jpg,0.000,299,391,0.000,676,406,0.482,531,828,0.000,0,0
665,1781507181454557568,Teleoperator,1,665_rgb.jpg,665_a30.jpg,665_a50.jpg,665_a70.jpg,0.000,299,391,0.000,675,406,0.408,531,837,0.000,0,0
666,1781507181704557568,Teleoperator,1,666_rgb.jpg,666_a30.jpg,666_a50.jpg,666_a70.jpg,0.000,300,388,0.000,673,403,0.424,531,823,0.004,529,103
667,1781507181954557568,Teleoperator,1,667_rgb.jpg,667_a30.jpg,667_a50.jpg,667_a70.jpg,0.000,301,390,0.000,675,406,0.475,531,807,0.000,0,0
668,1781507182204557568,Teleoperator,1,668_rgb.jpg,668_a30.jpg,668_a50.jpg,668_a70.jpg,0.000,301,390,0.000,676,405,0.424,531,813,0.004,522,96
669,1781507182454557568,Teleoperator,1,669_rgb.jpg,669_a30.jpg,669_a50.jpg,669_a70.jpg,0.000,302,391,0.000,677,407,0.361,532,831,0.000,0,0
670,1781507182704557568,Teleoperator,1,670_rgb.jpg,670_a30.jpg,670_a50.jpg,670_a70.jpg,0.000,302,390,0.000,677,407,0.506,531,782,0.000,0,0
671,1781507182954557568,Teleoperator,1,671_rgb.jpg,671_a30.jpg,671_a50.jpg,671_a70.jpg,0.000,300,388,0.000,677,407,0.553,531,780,0.004,531,427
672,1781507183204557568,Teleoperator,1,672_rgb.jpg,672_a30.jpg,672_a50.jpg,672_a70.jpg,0.000,299,386,0.000,677,408,0.439,531,838,0.000,0,0
673,1781507183454557568,Teleoperator,1,673_rgb.jpg,673_a30.jpg,673_a50.jpg,673_a70.jpg,0.000,299,386,0.000,678,408,0.427,531,839,0.000,0,0
674,1781507183704557568,Teleoperator,1,674_rgb.jpg,674_a30.jpg,674_a50.jpg,674_a70.jpg,0.000,301,389,0.000,677,407,0.369,531,837,0.000,0,0
675,1781507183954557568,Teleoperator,1,675_rgb.jpg,675_a30.jpg,675_a50.jpg,675_a70.jpg,0.000,305,393,0.000,676,407,0.369,535,837,0.000,0,0
676,1781507184204557568,Teleoperator,1,676_rgb.jpg,676_a30.jpg,676_a50.jpg,676_a70.jpg,0.000,305,394,0.000,676,406,0.494,529,778,0.004,530,100
677,1781507184454557568,Teleoperator,1,677_rgb.jpg,677_a30.jpg,677_a50.jpg,677_a70.jpg,0.000,305,393,0.000,677,407,0.522,531,766,0.004,527,99
678,1781507184704557568,Teleoperator,1,678_rgb.jpg,678_a30.jpg,678_a50.jpg,678_a70.jpg,0.000,302,389,0.000,677,408,0.290,530,826,0.004,528,103
679,1781507184954557568,Teleoperator,1,679_rgb.jpg,679_a30.jpg,679_a50.jpg,679_a70.jpg,0.000,301,387,0.000,677,407,0.318,531,824,0.004,527,103
680,1781507185204557568,Left,1,680_rgb.jpg,680_a30.jpg,680_a50.jpg,680_a70.jpg,0.894,345,445,0.039,761,446,0.090,530,826,0.165,322,369
681,1781507185454557568,Right,0,681_rgb.jpg,681_a30.jpg,681_a50.jpg,681_a70.jpg,0.008,310,439,0.886,732,450,0.000,377,645,0.173,745,365
682,1781507185704557568,Right,0,682_rgb.jpg,682_a30.jpg,682_a50.jpg,682_a70.jpg,0.000,299,386,0.898,732,453,0.000,377,645,0.212,751,364
683,1781507185954557568,Right,0,683_rgb.jpg,683_a30.jpg,683_a50.jpg,683_a70.jpg,0.165,299,443,0.922,750,471,0.000,450,645,0.357,760,391
684,1781507186204557568,Left,0,684_rgb.jpg,684_a30.jpg,684_a50.jpg,684_a70.jpg,0.890,300,434,0.365,811,467,0.000,532,646,0.573,228,370
685,1781507186454557568,Left,0,685_rgb.jpg,685_a30.jpg,685_a50.jpg,685_a70.jpg,0.843,300,444,0.196,813,484,0.000,497,645,0.631,244,395
686,1781507186704557568,Left,0,686_rgb.jpg,686_a30.jpg,686_a50.jpg,686_a70.jpg,0.820,305,459,0.125,812,476,0.000,496,645,0.569,260,421
687,1781507186954557568,Left,0,687_rgb.jpg,687_a30.jpg,687_a50.jpg,687_a70.jpg,0.757,301,466,0.106,809,476,0.000,507,645,0.588,278,439
688,1781507187204557568,Left,0,688_rgb.jpg,688_a30.jpg,688_a50.jpg,688_a70.jpg,0.702,342,475,0.118,768,489,0.000,455,645,0.094,379,300
689,1781507187454557568,Left,0,689_rgb.jpg,689_a30.jpg,689_a50.jpg,689_a70.jpg,0.878,344,474,0.000,674,401,0.000,488,645,0.278,298,399
690,1781507187704557568,Left,0,690_rgb.jpg,690_a30.jpg,690_a50.jpg,690_a70.jpg,0.929,328,470,0.000,678,406,0.000,491,645,0.392,301,399
691,1781507187954557568,Left,0,691_rgb.jpg,691_a30.jpg,691_a50.jpg,691_a70.jpg,0.937,311,453,0.000,677,406,0.000,471,645,0.416,291,378
692,1781507188204557568,Left,0,692_rgb.jpg,692_a30.jpg,692_a50.jpg,692_a70.jpg,0.882,297,448,0.024,806,463,0.000,471,645,0.561,245,398
693,1781507188454557568,Left,0,693_rgb.jpg,693_a30.jpg,693_a50.jpg,693_a70.jpg,0.651,298,456,0.078,808,479,0.000,474,645,0.647,276,450
694,1781507188704557568,Left,0,694_rgb.jpg,694_a30.jpg,694_a50.jpg,694_a70.jpg,0.710,297,448,0.059,809,468,0.000,478,645,0.671,257,432
695,1781507188954557568,Left,0,695_rgb.jpg,695_a30.jpg,695_a50.jpg,695_a70.jpg,0.741,302,444,0.059,809,473,0.000,479,645,0.675,209,416
696,1781507189204557568,Left,0,696_rgb.jpg,696_a30.jpg,696_a50.jpg,696_a70.jpg,0.843,302,441,0.063,808,464,0.000,495,645,0.627,237,392
697,1781507189454557568,Left,0,697_rgb.jpg,697_a30.jpg,697_a50.jpg,697_a70.jpg,0.863,301,439,0.051,808,454,0.000,483,645,0.600,234,387
698,1781507189704557568,Left,0,698_rgb.jpg,698_a30.jpg,698_a50.jpg,698_a70.jpg,0.851,301,441,0.075,808,460,0.000,472,645,0.584,240,387
699,1781507189954557568,Right,0,699_rgb.jpg,699_a30.jpg,699_a50.jpg,699_a70.jpg,0.000,301,389,0.678,717,459,0.000,377,645,0.012,712,143
700,1781507190204557568,Right,0,700_rgb.jpg,700_a30.jpg,700_a50.jpg,700_a70.jpg,0.000,301,389,0.796,731,456,0.000,377,645,0.063,747,365
701,1781507190454557568,Right,0,701_rgb.jpg,701_a30.jpg,701_a50.jpg,701_a70.jpg,0.031,301,466,0.910,749,463,0.000,436,645,0.251,749,375
702,1781507190704557568,Left,0,702_rgb.jpg,702_a30.jpg,702_a50.jpg,702_a70.jpg,0.929,325,466,0.102,798,478,0.000,482,645,0.451,293,396
703,1781507190954557568,Right,0,703_rgb.jpg,703_a30.jpg,703_a50.jpg,703_a70.jpg,0.773,328,470,0.886,761,470,0.000,483,645,0.369,807,423
704,1781507191204557568,Right,0,704_rgb.jpg,704_a30.jpg,704_a50.jpg,704_a70.jpg,0.000,303,393,0.906,749,460,0.000,377,645,0.227,767,376
705,1781507191454557568,Left,1,705_rgb.jpg,705_a30.jpg,705_a50.jpg,705_a70.jpg,0.925,328,461,0.004,806,434,0.153,529,836,0.310,306,383
706,1781507191704557568,Teleoperator,1,706_rgb.jpg,706_a30.jpg,706_a50.jpg,706_a70.jpg,0.000,300,388,0.000,672,386,0.369,531,811,0.000,0,0
707,1781507191954557568,Teleoperator,1,707_rgb.jpg,707_a30.jpg,707_a50.jpg,707_a70.jpg,0.000,300,389,0.000,673,383,1.000,532,667,0.102,530,98
708,1781507192204557568,Teleoperator,1,708_rgb.jpg,708_a30.jpg,708_a50.jpg,708_a70.jpg,0.000,300,389,0.000,676,386,1.000,515,717,0.063,526,99
709,1781507192454557568,Teleoperator,1,709_rgb.jpg,709_a30.jpg,709_a50.jpg,709_a70.jpg,0.000,300,389,0.000,678,388,0.357,531,836,0.000,0,0
710,1781507192704557568,Teleoperator,1,710_rgb.jpg,710_a30.jpg,710_a50.jpg,710_a70.jpg,0.000,300,389,0.000,680,389,0.243,530,841,0.000,0,0
711,1781507192954557568,Teleoperator,1,711_rgb.jpg,711_a30.jpg,711_a50.jpg,711_a70.jpg,0.000,300,389,0.000,677,386,1.000,532,683,0.094,527,100
712,1781507193204557568,Teleoperator,1,712_rgb.jpg,712_a30.jpg,712_a50.jpg,712_a70.jpg,0.000,300,389,0.000,672,383,1.000,447,645,1.000,481,110
713,1781507193454557568,Teleoperator,1,713_rgb.jpg,713_a30.jpg,713_a50.jpg,713_a70.jpg,0.000,300,389,0.000,675,387,1.000,498,645,0.200,529,104
714,1781507193704557568,Teleoperator,1,714_rgb.jpg,714_a30.jpg,714_a50.jpg,714_a70.jpg,0.000,300,389,0.000,672,383,1.000,515,768,0.000,0,0
715,1781507193954557568,Teleoperator,1,715_rgb.jpg,715_a30.jpg,715_a50.jpg,715_a70.jpg,0.000,300,389,0.000,672,385,0.545,541,826,0.000,0,0
716,1781507194204557568,Right,1,716_rgb.jpg,716_a30.jpg,716_a50.jpg,716_a70.jpg,0.000,300,389,0.804,731,435,0.008,641,645,0.078,748,340
717,1781507194454557568,Right,0,717_rgb.jpg,717_a30.jpg,717_a50.jpg,717_a70.jpg,0.012,300,430,0.792,732,436,0.000,377,645,0.090,748,335
718,1781507194704557568,Left,0,718_rgb.jpg,718_a30.jpg,718_a50.jpg,718_a70.jpg,0.925,325,458,0.000,671,396,0.000,469,645,0.333,294,380
719,1781507194954557568,Right,0,719_rgb.jpg,719_a30.jpg,719_a50.jpg,719_a70.jpg,0.475,304,465,0.898,784,468,0.000,497,645,0.498,818,430
720,1781507195204557568,Right,0,720_rgb.jpg,720_a30.jpg,720_a50.jpg,720_a70.jpg,0.000,302,392,0.737,730,445,0.000,377,645,0.020,743,351
721,1781507195454557568,Right,0,721_rgb.jpg,721_a30.jpg,721_a50.jpg,721_a70.jpg,0.027,297,458,0.706,719,461,0.000,377,645,0.039,712,337
722,1781507195704557568,Right,0,722_rgb.jpg,722_a30.jpg,722_a50.jpg,722_a70.jpg,0.263,297,451,0.882,750,463,0.000,486,645,0.271,816,414
723,1781507195954557568,Left,0,723_rgb.jpg,723_a30.jpg,723_a50.jpg,723_a70.jpg,0.875,296,439,0.059,811,440,0.000,512,645,0.671,529,108
724,1781507196204557568,Left,0,724_rgb.jpg,724_a30.jpg,724_a50.jpg,724_a70.jpg,0.933,309,441,0.051,813,431,0.000,505,645,0.490,276,364
725,1781507196454557568,Teleoperator,1,725_rgb.jpg,725_a30.jpg,725_a50.jpg,725_a70.jpg,0.184,311,447,0.012,815,436,0.329,531,833,0.094,277,378
726,1781507196704557568,Teleoperator,1,726_rgb.jpg,726_a30.jpg,726_a50.jpg,726_a70.jpg,0.000,296,382,0.000,671,390,0.306,530,837,0.000,0,0
727,1781507196954557568,Teleoperator,1,727_rgb.jpg,727_a30.jpg,727_a50.jpg,727_a70.jpg,0.000,296,382,0.000,672,390,0.306,531,837,0.000,0,0
728,1781507197204557568,Teleoperator,1,728_rgb.jpg,728_a30.jpg,728_a50.jpg,728_a70.jpg,0.000,296,382,0.000,671,395,0.310,531,837,0.000,0,0
729,1781507197454557568,Left,0,729_rgb.jpg,729_a30.jpg,729_a50.jpg,729_a70.jpg,0.722,296,444,0.106,784,467,0.000,561,645,0.651,259,421
730,1781507197704557568,Right,0,730_rgb.jpg,730_a30.jpg,730_a50.jpg,730_a70.jpg,0.000,300,390,0.863,716,461,0.000,377,645,0.118,727,380
731,1781507197954557568,Right,0,731_rgb.jpg,731_a30.jpg,731_a50.jpg,731_a70.jpg,0.000,304,398,0.851,715,460,0.000,377,645,0.102,732,379
732,1781507198204557568,Right,0,732_rgb.jpg,732_a30.jpg,732_a50.jpg,732_a70.jpg,0.000,304,398,0.843,716,454,0.000,377,645,0.102,728,369
733,1781507198454557568,Right,0,733_rgb.jpg,733_a30.jpg,733_a50.jpg,733_a70.jpg,0.000,304,398,0.839,716,441,0.000,377,645,0.086,726,353
734,1781507198704557568,Others,0,734_rgb.jpg,734_a30.jpg,734_a50.jpg,734_a70.jpg,0.580,304,430,0.043,747,373,0.000,469,645,0.725,529,105
735,1781507198954557568,Right,0,735_rgb.jpg,735_a30.jpg,735_a50.jpg,735_a70.jpg,0.000,304,398,0.737,732,425,0.000,377,645,0.024,722,320
736,1781507199204557568,Right,0,736_rgb.jpg,736_a30.jpg,736_a50.jpg,736_a70.jpg,0.000,306,395,0.761,733,416,0.000,377,645,0.035,728,320
737,1781507199454557568,Right,0,737_rgb.jpg,737_a30.jpg,737_a50.jpg,737_a70.jpg,0.000,306,394,0.839,733,411,0.000,377,645,0.090,713,318
738,1781507199704557568,Right,0,738_rgb.jpg,738_a30.jpg,738_a50.jpg,738_a70.jpg,0.000,306,394,0.835,733,414,0.000,377,645,0.102,730,326
739,1781507199954557568,Right,0,739_rgb.jpg,739_a30.jpg,739_a50.jpg,739_a70.jpg,0.000,306,394,0.863,733,429,0.000,377,645,0.133,749,341
740,1781507200204557568,Right,0,740_rgb.jpg,740_a30.jpg,740_a50.jpg,740_a70.jpg,0.000,306,394,0.796,717,434,0.000,377,645,0.067,732,339
741,1781507200454557568,Right,0,741_rgb.jpg,741_a30.jpg,741_a50.jpg,741_a70.jpg,0.000,306,394,0.757,717,436,0.000,377,645,0.039,698,340
742,1781507200704557568,Left,0,742_rgb.jpg,742_a30.jpg,742_a50.jpg,742_a70.jpg,0.835,345,451,0.047,817,442,0.000,444,645,0.196,360,325
743,1781507200954557568,Left,0,743_rgb.jpg,743_a30.jpg,743_a50.jpg,743_a70.jpg,0.753,345,448,0.016,814,439,0.000,377,645,0.055,379,294
744,1781507201204557568,Left,0,744_rgb.jpg,744_a30.jpg,744_a50.jpg,744_a70.jpg,0.925,328,445,0.000,672,391,0.000,504,645,0.282,322,368
745,1781507201454557568,Left,0,745_rgb.jpg,745_a30.jpg,745_a50.jpg,745_a70.jpg,0.937,311,446,0.000,673,391,0.000,526,645,0.392,290,377
746,1781507201704557568,Left,0,746_rgb.jpg,746_a30.jpg,746_a50.jpg,746_a70.jpg,0.808,306,457,0.047,813,461,0.000,524,645,0.663,529,108
747,1781507201954557568,Left,0,747_rgb.jpg,747_a30.jpg,747_a50.jpg,747_a70.jpg,0.592,308,445,0.000,673,391,0.000,483,645,0.506,244,416
748,1781507202204557568,Left,0,748_rgb.jpg,748_a30.jpg,748_a50.jpg,748_a70.jpg,0.784,314,394,0.000,673,391,0.000,419,645,0.686,312,278
749,1781507202454557568,Left,1,749_rgb.jpg,749_a30.jpg,749_a50.jpg,749_a70.jpg,0.831,314,394,0.000,673,384,0.012,458,645,0.718,308,327
750,1781507202704557568,Others,1,750_rgb.jpg,750_a30.jpg,750_a50.jpg,750_a70.jpg,0.125,306,416,0.000,670,383,0.055,434,645,0.180,254,501
751,1781507202954557568,Teleoperator,1,751_rgb.jpg,751_a30.jpg,751_a50.jpg,751_a70.jpg,0.000,306,391,0.000,671,383,0.216,531,841,0.004,524,99
752,1781507203204557568,Teleoperator,1,752_rgb.jpg,752_a30.jpg,752_a50.jpg,752_a70.jpg,0.000,306,391,0.000,670,391,0.212,530,844,0.000,0,0
753,1781507203454557568,Teleoperator,1,753_rgb.jpg,753_a30.jpg,753_a50.jpg,753_a70.jpg,0.000,306,391,0.000,670,387,0.420,530,840,0.000,0,0
754,1781507203704557568,Left,0,754_rgb.jpg,754_a30.jpg,754_a50.jpg,754_a70.jpg,0.839,306,419,0.008,814,450,0.000,479,645,0.588,219,356
755,1781507203954557568,Left,0,755_rgb.jpg,755_a30.jpg,755_a50.jpg,755_a70.jpg,0.714,305,410,0.008,817,434,0.000,447,645,0.596,210,356
